location,date,text,polarity,subjectivity
Georgia,2020-08-27,How about the American People just go Vote on Nov 3rd amp repeal you and your incompetent handling of Covid 19,-0.11666666666666665,0.12222222222222223
Georgia,2020-09-08,Wait let me get this straight Fox News believes Santa is real but COVID 19 is a hoax,0.2,0.35000000000000003
Georgia,2020-09-10,He hasn t been right about anything Coronavirus police shootings etc,0.2857142857142857,0.5357142857142857
Georgia,2020-09-15,you mean the crooked phony trump science policy office right The White House s science policy office on Tuesday ranked ending the Covid 19 pandemic atop the list of President Donald Trump s top first term accomplishments,0.12053571428571429,0.3594246031746032
Georgia,2020-09-16,Ciclismo The majority of the top 10 states for coronavirus deaths proportionate to population are red Trump absolutely could have done more Instead of exercising the powers granted by the state of emergency to mandate masks and do a lockdown he constantly lied about the danger and his Yall still got Loved ones you re not speaking to In the midst of this pandemic Okay Don t shed a tear when they gone,0.34285714285714286,0.5047619047619047
Georgia,2020-09-19,Despite the pandemic it s been good Thank you,0.7,0.6000000000000001
Georgia,2020-09-29,Atlanta is the place where Covid 19 doesn t exists At least one of the things on the White House accomplishment list is a flat out lie Trump ended the pandemic Really Walmart just required me to wear a mask Weddings and Events that I was planning to DJ are still rescheduling OBVIOUSLY IT S NOT OVER At least one of the things on the White House accomplishment list is a flat out lie Trump ended the pandemic Really Walmart just required me to wear a mask Weddings and Events that I was planning to DJ are still rescheduling OBVIOUSLY IT S NOT OVER,-0.025,0.24500000000000002
Georgia,2020-10-02,Yeah even with COVID 19 going on,0.0,0.0
Georgia,2020-10-05,How the administration is handling the COVID pandemic is grossly negligent LockThemUp VoteThemOut VoteBidenHarris2020 Jared Kushner bragged in April that Trump was taking the country back from the doctors CNNPolitics How the administration is handling the COVID pandemic is grossly negligent LockThemUp VoteThemOut VoteBidenHarris2020 Jared Kushner bragged in April that Trump was taking the country back from the doctors CNNPolitics,0.0,0.0
Georgia,2020-10-11,Watching Balto with my daughter I grew up watching it for years knowing the message behind it was dire It only rings louder now than ever We must be willing to go the distance for those in need most right now Balto pandemic covid19 vaccine hopeforacure momsforBiden,0.12714285714285714,0.6971428571428572
Georgia,2020-10-14,What is a COVID 19 compliance supervisor What to know about Hollywood s newest job We offer NCAA approved classes Covid 19 now allows for virtual hybrid classes We got you What is a COVID 19 compliance supervisor What to know about Hollywood s newest job,0.0,0.0
Georgia,2020-10-22,Imagine having the cdc in your back yard and still being the dumbest motherfucker in the country wrt a pandemic eat my dick Brian kemp,0.0,0.0
Georgia,2020-10-23,CORONAVIRUS loves this,0.0,0.0
Georgia,2020-10-25,still can t believe they re not just gonna do pass fail during a whole pandemic sick,-0.33809523809523806,0.519047619047619
Georgia,2020-10-27,Definitely food management is something where China is 1 in the world The coronavirus proved that,0.0,0.5
Georgia,2020-10-28,Satellite imagery of Aden indicates scale of pandemic in Yemen,0.0,0.0
Hawaii,2020-03-03,Lol Covid 19 secured the border Are you now taking credit for the virus The drug trade has been crippled in 2020 its true But by the coronavirus Trump is taking credit for crippling the drug trade So trump is finally owning up to Covid in the USA,0.3833333333333333,0.7833333333333333
Hawaii,2020-05-24,She is not an American She should not have a voice Not caring about all those children at the border Or Christmas She needs to shut the fuck up Melania Trump focuses on Covid and slams Democrats for politicizing pandemic in campaign speech,-0.2,0.3
Hawaii,2020-05-28,Roughly 800 short term vacation rental properties on Oahu which had been sidelined by Honolulu Mayor Kirk Caldwell s pandemic restrictions since April 7 are now allowed to resume business like their neighbor island counterparts,-0.05,0.35
Hawaii,2020-06-26,Hawai i is closed Do not come I don t care if your country has the pandemic handled We do not,-0.1,0.1
Hawaii,2020-06-29,Over 76 000 covid cases today more than any since the start of the pandemic trump has given up and says we re doing ok Are we Are any of your family members included in that numbers trump followers don t have your family and friends get a test then they won t get it,0.5,0.5
Hawaii,2020-07-02,Use these tips to help you prevent COVID 19 from spreading We can all help adoptApet builditGreen goGreen realtorsCare ColdwellBankerRealtyWaikele,0.0,0.0
Hawaii,2020-07-12,And Jared said something about over confident idiots I can think of two Jared Kushner bragged in April that Trump was taking the country back from the doctors,-0.10000000000000002,0.5444444444444444
Hawaii,2020-07-21,Hey you stupid has been suicides have not surpassed Covid 19 deaths You re not smart nor important Just STFU before the world comes to beat down an useless old geezer like you,-0.1771164021164021,0.5552910052910053
Hawaii,2020-07-22,I can t wait for the coronavirus to go away I m overwhelmed with this move the visit and the pandemic,0.0,0.0
Hawaii,2020-08-14,I just realized that a global pandemic is actually a Pok mon trainer s worst nightmare,-0.3333333333333333,0.3666666666666667
Hawaii,2020-09-11,CD Message 5 New Active COVID 19 Cases on Big Island CD Message 3 New Active COVID 19 Cases on Big Island 66 New COVID 19 Cases in State of Hawaii Today,0.02034632034632034,0.3948051948051948
Hawaii,2020-09-17,Poland now rising up,0.0,0.0
Hawaii,2020-10-02,Why do we still not know from where the coronavirus originated Fox News Video,0.0,0.0
Hawaii,2020-10-27,All Mask 15 Off Order now etsyshop washablefacemask fabricmask cutemask clothfacemask covid19 coronavirus socialdistancing facecover reusablemask kawaiimask halloween sale New Sale 15 OFF all mask Shop Now etsyshop washablefacemask fabricmask cutemask clothfacemask covid19 coronavirus socialdistancing facecover reusablemask kawaiimask shopnow newsale sale,0.13636363636363635,0.45454545454545453
Idaho,2020-03-22,This is why a personal responsibility strategy fails A great percentage of our state is listening to POTUS It s not fair but this is why the leadership burden falls to you and you alone Trump says this is all a media hoax,-0.012499999999999983,0.5625
Idaho,2020-03-24,What is the year to year total is deaths That should of increased also with Covid 19,0.0,0.75
Idaho,2020-05-27,I had this same question a few weeks ago and the Idaho Statesman did a good story,0.16666666666666666,0.275
Idaho,2020-05-31,Today Idaho s Death Recovery Rate is 7 98 Approx 143 640 Idahoan s would be dead if 100 of Idaho were infected today COVID 19 Mapping of Idaho ID COVIDIdaho GOP Idaho TrumpKnew LittleKnew blackepidemiology blackscientist pandemic Today Idaho s Death Recovery Rate is 7 98 Approx 143 640 Idahoan s would be dead if 100 of Idaho were infected today COVID 19 Mapping of Idaho ID COVIDIdaho GOP Idaho TrumpKnew LittleKnew blackepidemiology blackscientist pandemic,-0.2,0.4
Idaho,2020-06-05,You are my favorite person to follow on Twitter especially during this pandemic I appreciate you so much Thank you for everything you re doing to help us make safe choices and keep us informed,0.3,0.675
Idaho,2020-06-08,Hey Spanky didya know the classic red states are surging red with infection Some hospitals at capacity and needing to refer people to hospitals out of state Might make your supporters unable to get to polls Moved back a stage Great ad Resonates Before porous airline halt on China January and taped interview with BW Feb 7 Trump admin passed up a warning in Nov 2019 U S Intell passed it along to NATO amp Israel MISTAKE eliminating the Pandemic Office,0.07777777777777778,0.23611111111111108
Idaho,2020-07-03,New Hampshire was not the best decision for the South Dakota with would ve been a much better choice She singlehandedly proved that this virus is fake and the government s overreaction was hundreds of times worse,0.14727272727272725,0.5709090909090909
Idaho,2020-07-04,The pandemic has shown that we have a kind of moral hazard and or free rider problem in Idaho where certain health districts can ignore or dismiss risks at the cost of other districts health resources Not sure how you solve this problem w fragmented amp silo d info sources,0.13988095238095236,0.6308862433862433
Idaho,2020-07-16,Our representatives will be waiting to help you through hardships caused by COVID 19 Call or text 986 867 1073 or call Toll Free 866 947 5186 from 8am to 8pm Mountain Time 7 days a week Let s keep IdahoStrong StrongIdaho Covid 19 covidhelpnow,0.4,0.8
Idaho,2020-08-05,As people continue to protect themselves long term from coronavirus global leaders and individuals alike must decrease the reliance on toxic chemical disinfectants to safeguard against disease,-0.025,0.2
Idaho,2020-08-11,True and the Dodgers were on a mission this year Even though the pandemic got in the way,0.35,0.65
Idaho,2020-08-13,More lies from the pandemic terrorist better know as Donald J Trump Pandemic terrorists So called supreme court justice doesn t understand basic infection control that comes from wearing a mask Pandemic terrorists Cold Pandemic Terrorists,0.1,0.53125
Idaho,2020-09-14,If you re worried about infecting poll workers with COVID 19 don t vote,0.0,0.0
Idaho,2020-09-18,Don t think smaller areas are shrinking after this pandemic,0.0,0.5
Idaho,2020-10-06,Both St Luke s and Saint Alphonsus are seeing staff shortages because of employees falling sick to COVID 19 180 staff are out sick with the virus at St Luke s 70 of which are critical staff Levity Timecode 34 37 the china virus excuse me Covid 19 Yao Comments by Kirby 1 34 03 and Allen 1 47 57 are from same meeting Jared Kushner bragged in April that Trump was taking the country back from the doctors CNNPolitics Both St Luke s and Saint Alphonsus are seeing staff shortages because of employees falling sick to COVID 19 180 staff are out sick with the virus at St Luke s 70 of which are critical staff The playbook is clear but it demands something that has thus far been missing federal coordination Ed Yong IdahoCovid19 Local funeral director Jorge Ortiz has been forced to put an overflow of bodies into a chapel at one of his six funeral home locations,-0.22908163265306122,0.48835034013605444
Illinois,2020-02-02,Isn t seeing everything through an ill advised purple hued filter a symptom of COVID 19 Better get everyone re tested,0.0,0.75
Illinois,2020-02-06,cnn better get rid of that ugly ass coronavirus chart before the election day,-0.09999999999999998,0.75
Illinois,2020-02-10,I kno forsure Mfs who took ah trip this year caught something ion give af if it was ah common cold or ah headache that s Covid 19 20 and 21 Ian stupid,-0.5666666666666665,0.8333333333333334
Illinois,2020-02-11,Y all in a pandemic I m in a bandemic,0.0,0.0
Illinois,2020-02-12,The pandemic is not over just because you re over it,0.0,0.0
Illinois,2020-02-16,Donald Trump s impeachment trial concluded on February 5 roughly 5 weeks before COVID 19 reached the United States in any meaningful way Also lol divide,0.4000000000000001,0.5333333333333333
Illinois,2020-02-17,nugg3t They were essential early pandemic survival content I m forever grateful,0.05,0.3
Illinois,2020-02-21,They should have thought of that last night when they found out Justin Turner test positive for COVID 19 They should fine Turner and the Dodgers Also the commissioner should be fined because he knew too On Ground Au contraire Sadly most of the 220 000 died because Trump is a pathetic leader Why do you think the US has 4 of the world s population and 20 of the world s COVID 19 deaths You re adorable Pfft 100 years from now Americans will rightly link the pandemic of 2020 directly to Donald Trump and his disastrous response Although the pandemic originated in China the USA has far more cases and deaths than any other nation on the planet Please America vote for Joe Biden,0.06705447330447331,0.6019029581529581
Illinois,2020-02-29,DonTheCon left his gullible kool aid drinkers stranded and left millions Americans stranded to sink during a pandemic StrandedByTrump VoteThemOut ThisIsUs was already real life and now to write 2020 in protest 8 minutes 46 seconds and pandemic The writers again,0.06666666666666667,0.10000000000000002
Illinois,2020-03-06,Following the increase in positivity rate and increased hospital admissions due to Covid 19 resurgence mitigation measures including the suspension of indoor dining will take effect on Wednesday October 28 More information can be found here,0.125,0.325
Illinois,2020-03-07,Check out our latest blog post regarding the viability of class action waivers in the COVID 19 era President Trump has continuously laid into the Chinese Communist Party for its handling of the coronavirus while it was still confined to one region and its purported attempts to stifle information about the impact of the virus,0.19999999999999998,0.3333333333333333
Illinois,2020-03-09,Democrats keep politicalizing the pandemic No more indoor dining whereas the medical resources are only used by 1 5 You are not gonna stop the red wave,-0.0625,0.375
Illinois,2020-03-10,A amp G s partner says the Big Ten s shortened season doesn t provide flexibility and compounds covid issues While safety is paramount teams face challenges to be competitive Tough situation for due to COVID 19 impact A amp G s says the Big Ten s shortened season amp strict covid protocols gives no wiggle room for teams AGREE While safety is paramount the Big Ten covid protocols raises many concerns for A amp G s copartner is facing Covid 19 challenges which raises the question do the covid protocols put teams at a competitive disadvantage A amp G s partner says safety is paramount put there are concerns A amp G Partner raises the question has the covid protocols gone too far Safety is paramount but will they put teams at a competitive disadvantage,0.008611111111111116,0.3008333333333334
Illinois,2020-03-13,People are dying and chances are if you or someone you know hasn t been affected by the pandemic then in the next few months you likely will It s very frustrating to me when I express my view that I think things need to largely remain shut down for the duration of the pandemic and their focus is on the economy rather than focusing on how the government needs to be providing for its people,-0.1102116402116402,0.46957671957671954
Illinois,2020-03-14,Yes because we are in a GLOABL F N PANDEMIC It s not that difficult to grasp the idea,-0.5,1.0
Illinois,2020-03-18,Small farms are the core of our state s economy and farmers are on the front lines to provide food for our communities The reality of this pandemic is that a new layer of stress has been put on farmers and farm families,-0.05681818181818182,0.42727272727272725
Illinois,2020-03-19,Just in time for 2021 National Institute of Allergy and Infectious Diseases Director Dr Anthony Fauci on Tuesday warned that the U S needs to keep attention on a new strain of swine flu emerging from China that has the potential to become a pandemic,0.06818181818181818,0.7272727272727273
Illinois,2020-03-21,Being a RN in a LTC facility in a pandemic Goto work Find out the latest facility outbreak numbers Send a pt to COVID floor for infection Hypochondria kicks in Weekly COVID test 3 days or anxious waiting Negative result Rinse and repeat Wear a y all COVID19 nurselife,-0.016666666666666663,0.7666666666666666
Illinois,2020-03-22,So much for approving a COVID19 vaccine prior the election and this is assuming safety and efficacy endpoints are met for EUA 9 Winnebago County sheriff s deputies 1 sergeant test positive for COVID 19 SmartNews Chicago to shut down indoor dining starting this Friday,0.05434343434343434,0.2268686868686869
Illinois,2020-03-23,Can y all please help me cash app me lildro86 1 2 20 because I lost my job and I m COVID 19 I m at home no money Here s the fact check on that statement but more usual Obama disinformation,0.125,0.375
Illinois,2020-03-25,Same It s been a minute The last person I dated was basically just because we really needed snuggles in the middle of a pandemic,0.05,0.09791666666666667
Illinois,2020-03-30,IMPACTful Chats ep14 is up Future MD PhD w a unique take on disparities in COVID 19 KEY POINT VOTE for those whose policies will lift up vulnerable populations MD,-0.03125,0.65625
Illinois,2020-04-04,As part of the plan a top Trump administration official wanted the Santa performers to promote the benefits of a Covid 19 vaccination and in exchange offered them early vaccine access ahead of the general public according to audio recordings Health Agency Halts Coronavirus Ad Campaign Leaving Santa Claus in the Cold WSJ,0.010000000000000009,0.47333333333333333
Illinois,2020-04-07,Would it help if I told you the first year out was my steepest learning curve even without a pandemic Feathers Pandemic season,0.25,0.3333333333333333
Illinois,2020-04-08,Drug Overdoses Spike During Pandemic via,0.0,0.0
Illinois,2020-04-11,Not to mention there s supposed to be a very serious pandemic we re dealing with while all of you flock to the streets in the name of the greater good while you point your fingers of blame for rising cases on rallies amp not 7 mths of protest Do any of you ever take responsibility,0.25555555555555554,0.6555555555555556
Illinois,2020-04-13,The City of Champaign awarded COVID 19 relief grants to 48 of its small businesses through the Small Business Incentive Program For more listen below 0 27 or at the top of every hour on WPGU 107 1,0.125,0.45
Illinois,2020-04-14,Twitter zeroed my accounts to make it look like a scam account because I called them on their BULLSHIT about this made up pandemic y all are cowards with ya dicks firmly tucked between your legs,-0.2,0.4
Illinois,2020-04-19,I have thoroughly enjoyed your pandemic commentary,0.5,0.7
Illinois,2020-04-21,I wouldn t call a modest bounce back from a mismanaged pandemic crisis a recovery There weren t systemic issues that brought the economy down the White House s mismanagement did Very different from 44 taking over from 43 Apples and Oranges Health insurance for industry workers should be standard A pandemic is a qualifying life event and should be treated as such A hospital stay would be financially ruinous for most The health and safety of restaurant workers is not worth that Solidarity forever Cannot stop thinking about the employees who had to go back to work with no health insurance only to have their bosses emphasize how much money they have spent on adapting to a pandemic Solidarity with the service industry workers We deserve more Our health amp safety matters,0.05962962962962962,0.3245925925925926
Illinois,2020-04-24,Several Idaho lawmakers appeared in an Idaho Freedom Foundation video published Tuesday in which they question the existence of the coronavirus pandemic and state that they will ignore any state or local emergency orders Several Idaho lawmakers appeared in an Idaho Freedom Foundation video published Tuesday in which they question the existence of the coronavirus pandemic and state that they will ignore any state or local emergency orders,0.0,0.0
Illinois,2020-04-28,Justin Turner Found Out He Had COVID 19 During Tonight s Game And Rob Manfred Is Having a Hard Time Answering Questions,-0.3458333333333333,0.4708333333333333
Illinois,2020-04-29,curly Trump should also answer to the families who lost a loved one to covid 19 He knew the severity of it back in March Why downplay it He didn t want to cause a panic Look at the state of the US He s responsible like he stated during the debate,0.3,0.45
Illinois,2020-05-05,Um Covid is still spreading while flu is down even with masks That was her point What does that tell you Coronavirus is a type of flu virus Faulty testing Injected numbers False numbers A coronavirus is a type of flu virus Hello,-0.27777777777777785,0.4444444444444444
Illinois,2020-05-07,He wanted to surprise us then Coronavirus happened and he was like oh I ll just wait the two weeks and it turned out to be way longer so he just gave up and told us LMAO,0.6,1.0
Illinois,2020-05-09,Church Hack Does your church put attendees on rotation during the pandemic Attend EVERY week by joining a volunteer ministry like welcome group or clean up,0.5833333333333334,0.8
Illinois,2020-05-13,How do the people on the denial end of care rationing feel about ending the pandemic or that the numbers are incredible,0.9,0.9
Illinois,2020-05-14,But we re rounding the corner an Covid 19 has ended according to the President This is what happens when you bus supporters in to your event and then stiff the charter company and they leave before the event is over Shameful leaving grandparents abandoned by the side of the road But It s either that or Covid 19 Trump in 2020 COVID 19 and the evolution of property management services PropertyManagement PropertyManager Landlords Landlord Tenants TenantReport sipher He has to tie up all the loose plot lines before the series finale airs next Tuesday Coronavirus is over The wall is all but finished The healthcare book is written all that s left is to get Infrastructure Week scheduled on the calendar Property Management In The Pandemic Seven Ways To Improve Customer Experience With Technology PropertyManagement PropertyManager Landlords Landlord Tenants TenantReport,-0.0728021978021978,0.1923076923076923
Illinois,2020-05-16,look at this weirdo Also my kid s hot dog Halloween costume shipped and is delayed But his coronavirus pi ata arrived today What gives,0.25,0.8500000000000001
Illinois,2020-05-19,Anyone here get a tattoo during the pandemic Did it feel safe tattoo RandomThoughts 6 days away The exhaustion and depression that so many are feeling under this president and his pandemic is palpable If Trump wins this nation will be under a very black and violent cloud Please vote,0.04722222222222224,0.5438888888888889
Illinois,2020-05-21,Its there way of lying to the people without facing liability later The testing cannot differentiate COVID 19 from the common cold or flu If someone tests positive for coronavirus and dies in a car accident That s COVID 19 complications,-0.16818181818181815,0.5113636363636364
Illinois,2020-05-22,Timeline of the Coronavirus Pandemic and U S Response because he refunded took all the money for the pandemic team in for a pandemic and refunded it for a border wall Timeline of the Coronavirus Pandemic and U S Response it was not a surprise Timeline of the Coronavirus Pandemic and U S Response this is the trumps response to the pandemic and he said he did not know but he cut the funding Timeline of the Coronavirus Pandemic and U S Response as you see the president cuts the budget for the pandemic team Timeline of the Coronavirus Pandemic and U S Response this is a timeline that Trump knew about the pandemic Who is his partner I m really confused What part of China I know some journalists went missing trying to warn the of Pandemic They are presumed dead Famn everyone knew about the virus didn t they I mean everyone has a cellphone thst can take vids and clip whst they want the people to see I saw it all Way before the Pandemic hit uSA How could no one else Maybe you should take up one ur selves to be Proactive,-0.278125,0.459375
Illinois,2020-05-23,will you people shut the F up about covid 19 being trump s fault you sound ridiculous if you weren t paying attention in real zoomed that s on you bc lucid ppl know he was listening to fauci arguably his biggest mistake Tantalizing Tuesday Hip Hop Trap Rap COVID 19 Edition,0.0888888888888889,0.5666666666666667
Illinois,2020-06-01,Many physicians may remember their residency interviews as a stressful yet exciting part of the residency selection process To reduce the spread of COVID 19 these interviews are now conducted through video conferencing,0.4,0.65
Illinois,2020-06-02,Dealing with the pandemic head on and changing human behavior is the only way the entertainment industry is going to recover,0.0,0.55
Illinois,2020-06-03,Has Covid 19 impacted how you take care of your pet If so how Henry s Caring Heart Foundation is a nonprofit organization that provides petfinancialaidgrants to cash strapped individuals and their pets in IL IN and WI petgrants petfinancialaid pethelp heartfinance,0.0,0.0
Illinois,2020-06-04,Where American gov were given 1200 cash and free lots of food to aid the suffering of people during COVID 19 I am a beneficiary Nigeria gov were hoarding the little that was given by the concerned people to the masses What a wicked world and unjust U people soon die ijn,0.07083333333333335,0.43333333333333335
Illinois,2020-06-06,DEAR PRESIDENT TRUMP YOU MY MAN WHERE MY COVID 19,0.0,0.0
Illinois,2020-06-07,thinks he ended the pandemic if you mean by quitting then I guess yes it s ended for you Finding it hard to actually come up with something good you did accomplish TrumpCollapse VoteBidenHarrisToSaveAmerica,0.023958333333333304,0.4822916666666667
Illinois,2020-06-08,When you add this with a heavily infectious pandemic that has curved all major voter registration drives you get a much needed service that changes the lives of patients And you also get medical students who grow through service based learning Rosenthal It s not just about him It s not just about his team It s about all the people that could be affected The families friends It s also about the message it sends to the country about how seriously to take the pandemic It s wrong Stop rationalizing for him,-0.1284722222222222,0.4611111111111111
Illinois,2020-06-12,Selfish as fuck,-0.45,0.8
Illinois,2020-06-13,Incredibly useful tool from that helps us watch kids read write to better plan for instruction Pandemic climate caveats guiding questions tools included Reading and writing are deeply related urges Ts to watch both Thank you,0.26666666666666666,0.3
Illinois,2020-06-14,Life in a at home with two rambunctious boys and a husband also working in spare corners became too much They took up a short term lease at Lincoln Park s The Neighborhood Hotel an apartment style hotel located within walking distance of home,0.1,0.25
Illinois,2020-06-16,Are any of you immune to this I work with covid 19 every damn day stay home or die White House ended the pandemic this is the aftermath DayZ ZombieOutbreak SurvivalGame AdventureandChill PostApocalypse TwitchStreamer SupportSmallStreamers SupportSmallStreams SmallStreamerConnect Spooktember SpookyGameplay,0.0,0.0
Illinois,2020-06-17,Long distance during this pandemic has really been tested,0.07500000000000001,0.30000000000000004
Illinois,2020-06-18,CDC Says Nurses Are at High Risk for Covid 19 The New York Times,0.1481818181818182,0.4972727272727272
Illinois,2020-06-21,In the middle of a raging pandemic and civil rights upheaval nationwide Eric Trump is worried he may not be using the right hashtags to reach his audience The struggle is real Eric,0.1619047619047619,0.2785714285714286
Illinois,2020-06-23,How can Restaurants reduce expenses By having a budget RSI helps restaurants identify areas of opportunity to better manage expenses by providing weekly financial statements Stay proactive and stay in the game FocusOnFoodNotFinances Budget If you were waiting to see what and the were going to do for coronavirus relief before deciding how to vote you are now free to get out and vote,0.125,0.42500000000000004
Illinois,2020-06-24,Covid has been essentially over in NY for months The pandemic is now a seasonal endemic for your state Open up and drop the mandates,0.0,0.4
Illinois,2020-06-25,We re excited to share that a science team is one of eight recipients of the Chicago Coronavirus Assessment Network CAN initiative Learn more ChicagoCAN DiscoverDPI,0.4375,0.625
Illinois,2020-06-26,Some more Lies From Fred Flintstone,0.5,0.5
Illinois,2020-07-01,Before vote on continued emergency declaration City Manager Patrick Urich says Peoria County s COVID 19 positivity is trending up It s a concern Declaration is approved unanimously as Jim Montelongo reverses his trend of opposing,0.0,0.0
Illinois,2020-07-13,Probably 1 on my Chicago eats bucket list,0.0,0.0
Illinois,2020-07-16,De Blasio urges New Yorkers to stay home for the holidays demands feds tighten COVID 19 travel restrictions It is about time something would stop the covid 19 opposition with masks and dangers of this monster Covid 19 Hospitalizations Leap in Most States With Cases Rising Chicago s Biggest Coronavirus Surge Is On The Southwest Side Where Groups Are Begging For More Testing These are the coronavirus symptoms that are scaring scientists the most Pandemic Creates Challenges Opportunities for Doulas Expectant Families,0.40909090909090906,0.48863636363636365
Illinois,2020-07-17,Leave her alone It s her birthday a girl should be able to enjoy her birthday my gosh If you all had the money to do it you would do it If you re afraid of the pandemic you gotta stay inside Order your groceries online People need socializing and love Hbd Kim Gotta love what these artists are doing making these performances happen during the pandemic Great messages HipHopAwards,0.35000000000000003,0.6625
Illinois,2020-07-19,Pritzker is not up for election this cycle but Trump the guy who released Rod Blagojevich IS And so are the congressmen who ve done nothing to reign in absurd governmental spending poorly executed trade wars and a careless callow response to the COVID19 pandemic Another failure of our Federalism pandemic by definition affects all States and Territories yet our Federal COVID19 response is a complete disgrace 50 Govs and US Congress failed to bring our Executive to heel on admin of a Federal Response We can t afford distraction,-0.3527777777777777,0.5833333333333333
Illinois,2020-07-25,Chris Harrison there is a global pandemic we do not have the mental capacity for cliffhangers TheBachelorette BacheloretteABC,-0.05,0.1
Illinois,2020-07-28,Check out this op Ed on the importance of getting your flu shot this season Super proud to have co authored my first piece with Marina Diana amp with the support of the incredible,0.5708333333333333,0.725
Illinois,2020-07-29,I appreciate you re following the science on the Pandemic Until we get the cases down amp virus under control businesses aren t going to do well If we d had a competent President we could have BOTH contained COVID amp have robust economy Instead we have this colossal disaster,0.1611111111111111,0.4638888888888889
Illinois,2020-08-01,Excellent article by Forbes on s mission to save lives through soap recycling during the Covid19 pandemic and how SwagBagVIP Tastemakers can help get critical hygiene supplies into the hands of people who need them Excellent article by Forbes on s mission to save lives through soap recycling during the Covid19 pandemic and how SwagBagVIP Tastemakers can help get critical hygiene supplies into the hands of people who need them,0.5,0.8999999999999999
Illinois,2020-08-03,ChicagoRamen Update Following Gov Pritzker s order surrounding safety in the COVID 19 pandemic we will no longer be serving customers for in door dining until further notice With proper safety protocols we will remain open for outdoor dining and carry out services ChicagoRamen Update Following Gov Pritzker s order surrounding safety in the COVID 19 pandemic we will no longer be serving customers for in door dining until further notice With proper safety protocols we will remain open for outdoor dining and carry out services,0.0,0.30000000000000004
Illinois,2020-08-04,Another report about COVID 19 s disproportionate impact on people of color in nursing homes Another reminder that we need to get this virus under control Another report about COVID 19 s disproportionate impact on people of color in nursing homes Another reminder that we need to get this virus under control We need more data around this topic The raw numbers illustrate that more women lost their jobs but we need to know what types of jobs those women were working before the pandemic if we want to take any action about it Data is king queen Lit,0.21730769230769229,0.39038461538461544
Illinois,2020-08-09,How does the Governor justify allowing our kids to go to school during pandemic but won t let them play basketball This sh t is stupid,-0.7999999999999999,1.0
Illinois,2020-08-10,Latest Update From Posted October 28 2020 Student Winter Terms Update Source Latest Update From Posted October 28 2020 Student Winter Terms Update Source,0.5,0.9
Illinois,2020-08-11,Ecommerce sales are predicted to reach 1 trillion by 2023 Online retail sales are expected to bring in 748 billion this year exceeding pre pandemic projections and up from 598 billion in 2019 has the full story,0.12499999999999999,0.47500000000000003
Illinois,2020-08-12,BREAKING The Texans will be closing their facility due to a player testing positive for COVID 19 Breaking News on ESPN 1000 Chicago is brought to you by President Punk our time begins on 11 3 20 We will Vote you out of office Regain control of the Senate Keep the House majority Right size SCOTUS Attack COVID 19 Reject hate and ignorance Eliminate Trumpism Applaud your departure Build Back Better Fuck it Protests are coming back to the USA Elections are coming seriously I m not even ready for the aftermath of the elections Thirdly there s a surge in the coronavirus cases It s going to be an interesting NOVEMBER Remember how I said I was bullish on coronavirus No shorting this baby yet We re still very much frontside Even made new highs recently,0.0634011544011544,0.40582539682539676
Illinois,2020-08-18,Along with the increase of recent COVID 19 cases in Chicago knowing the ways to prevent the virus and how much it is spreading has becoming more and more essential uicdigital,0.27499999999999997,0.4333333333333333
Illinois,2020-08-20,Daniel Johnson ID chief and Director provides guidance to parents on the care of children during the COVID19 pandemic during Governor s press conference at our CCHA partner institution Thank you for your service Daniel,0.0,0.0
Illinois,2020-08-23,Fox News Claims It Never Called COVID 19 a Hoax Fox News Double Standard What If Fox News Covered Trump the Way It Covered Obama Fox News Claims It Never Called COVID 19 a Hoax Fox News Double Standard What If Fox News Covered Trump the Way It Covered Obama They still do not believe convid 19 is real Fox News Claims It Never Called COVID 19 a Hoax They still do not believe convid 19 is real Fox News Claims It Never Called COVID 19 a Hoax Fox News Claims It Never Called COVID 19 a Hoax Fox News Double Standard What If Fox News Covered Trump the Way It Covered Obama Fox News Claims It Never Called COVID 19 a Hoax Fox News Double Standard What If Fox News Covered Trump the Way It Covered Obama Fox News Claims It Never Called COVID 19 a Hoax Fox News Double Standard What If Fox News Covered Trump the Way It Covered Obama Fox News Claims It Never Called COVID 19 a Hoax Fox News Double Standard What If Fox News Covered Trump the Way It Covered Obama,0.028571428571428574,0.042857142857142864
Illinois,2020-08-24,COVID 19 Fact vs Misconception Despite some speculation being able to hold your breath for more than ten seconds without coughing does not mean you are free of COVID The only way to know for sure is by getting a professional lab test done,0.26953125,0.575173611111111
Illinois,2020-08-25,Your tweet lost all credit when you made the assumption that people who are tired of lies would vote Biden HunterBidensLaptop Also give Covid 19 a break your boy butchered H1N1 Blame poor Democrat leadership specifically and for Illinois mismanagement of Covid 19 Also worth noting that you re sending what if information,-0.16666666666666666,0.4666666666666666
Illinois,2020-08-26,In comparison to other races Hispanic Americans rates regarding the coronavirus pandemic are exceedingly high uicdigital,0.0175,0.45749999999999996
Illinois,2020-08-27,80 of COVID 19 patients had vitamin D deficiency and men had lower vitamin D levels than women Make sure you are getting enough vitamin D by testing your blood levels today,0.25,0.6944444444444444
Illinois,2020-08-29,I thought you guys were pro life How strange that you want THIS for IL,-0.05,0.15
